"content_id","content_type_id","title","latitude","longitude"
125955,12,"옥천 석탄리 고인돌",36.31910115,127.6186619
125956,12,"조양문",36.60213244,126.663651
125957,12,"금산 칠백의총",36.12998438,127.492395
125958,12,"옥천 후율당",36.40252035,127.6718826
125959,12,"홍성 홍주읍성",36.59919939,126.6606597
125961,12,"청주 신채호사당 및 묘소",36.63625377,127.6205474
125962,12,"당진면천읍성",36.81652906,126.6115611
125963,12,"충주 박팽년 사당",37.00210843,127.7451843
125964,12,"청주 상당산성",36.66194656,127.5384569
125965,12,"예산 임존성",36.59252714,126.7747718
125966,12,"청룡사지",37.13222852,127.8402026
125967,12,"충주 산성",36.95478201,127.9761732
125968,12,"충의사 (매헌 윤봉길 의사 유적)",36.68652529,126.6514249
125969,12,"솔뫼성지",36.81995392,126.7859286
125970,12,"청주 흥덕사지",36.64458348,127.4722188
125971,12,"홍성 오관리 당간지주",36.6037851,126.6680506
125973,12,"진천 농다리",36.82649073,127.4929536
125974,12,"돈암서원 [유네스코 세계문화유산]",36.20877822,127.1808762
125975,12,"원호 유허비 및 관란정",37.21679172,128.326548
125976,12,"충주 미륵대원지",36.82232997,128.0946581
125977,12,"수운정(단양)",36.8598777,128.3535227
125978,12,"단양 온달산성",37.0576269,128.4846719
125979,12,"단양 신라 적성비",36.94407022,128.3216676
125980,12,"서산동문동 오층석탑 및 당간지주",36.78667699,126.4535068
125981,12,"운주산성",36.68298329,127.2420634
125982,12,"배론성지",37.1612158,128.0837937
125983,12,"충주 탑평리 칠층석탑",37.01583964,127.8665952
125984,12,"서동공원과 궁남지",36.26974989,126.9123264
